,RI_file,CHL_file,풍속(m/s),풍향(deg),기온(°C),수온(°C),강수량(mm),풍속(m/s).1,풍향(deg).1,기온(°C).1,수온(°C).1,강수량(mm).1,풍속(m/s).2,풍향(deg).2,기온(°C).2,수온(°C).2,강수량(mm).2,풍속(m/s).3,풍향(deg).3,기온(°C).3,수온(°C).3,강수량(mm).3,풍속(m/s).4,풍향(deg).4,기온(°C).4,수온(°C).4,강수량(mm).4,적조발생
0,sample_img/imgCrop_RI/20210715_10_RI.jpg,sample_img/imgCrop_CHL/20210715_10_Chl.jpg,0.12396694214876038,0.4555555555555556,0.8264248704663214,0.812785388127854,0.0,0.043918918918918894,0.9333333333333333,0.858974358974359,0.6825396825396826,0.0,0.11538461538461542,0.49444444444444446,0.8740157480314962,0.6681415929203541,0.0,0.08771929824561403,0.2888888888888889,0.8675675675675676,0.7723214285714286,0.0,0.10480349344978164,0.2916666666666667,0.9460992907801419,0.8178137651821862,0.0,0.0
1,sample_img/imgCrop_RI/20210716_17_RI.jpg,sample_img/imgCrop_CHL/20210716_17_Chl.jpg,0.19834710743801656,0.2611111111111111,0.8471502590673575,0.8721461187214613,0.0,0.16891891891891891,0.2277777777777778,0.9051282051282051,0.8677248677248677,0.0,0.21336032388663972,0.1630116959064328,0.8625500759773451,0.6714019562179787,0.0,0.26754385964912275,0.23055555555555557,0.8783783783783783,0.8169642857142858,0.0,0.12663755458515286,0.36388888888888893,0.9531914893617021,0.8663967611336033,0.0,0.0
2,sample_img/imgCrop_RI/20210717_09_RI.jpg,sample_img/imgCrop_CHL/20210717_09_Chl.jpg,0.3057851239669422,0.1361111111111112,0.7953367875647669,0.7945205479452054,0.0,0.16216216216216217,0.26666666666666666,0.8871794871794871,0.7724867724867724,0.0,0.2923076923076923,0.3,0.8740157480314962,0.6283185840707965,0.0,0.24561403508771926,0.1444444444444445,0.8432432432432433,0.8035714285714286,0.0,0.36681222707423583,0.26111111111111107,0.9390070921985816,0.8461538461538463,0.0,0.0
3,sample_img/imgCrop_RI/20210717_15_RI.jpg,sample_img/imgCrop_CHL/20210717_15_Chl.jpg,0.26859504132231404,0.2611111111111111,0.83419689119171,0.8584474885844751,0.0,0.152027027027027,0.3888888888888889,0.8794871794871794,0.8571428571428571,0.0,0.1653846153846154,0.30833333333333335,0.8871391076115487,0.6504424778761061,0.0,0.23684210526315788,0.20555555555555563,0.8810810810810811,0.8303571428571428,0.0,0.3362445414847161,0.20555555555555555,0.9404255319148938,0.8704453441295547,0.0,0.0
4,sample_img/imgCrop_RI/20210718_08_RI.jpg,sample_img/imgCrop_CHL/20210718_08_Chl.jpg,0.1900826446280992,0.24444444444444455,0.8238341968911918,0.8310502283105023,0.012578616352201259,0.057432432432432436,0.20833333333333334,0.8974358974358974,0.761904761904762,0.0,0.22692307692307698,0.24444444444444446,0.8845144356955381,0.6681415929203541,0.0,0.31140350877192974,0.17500000000000004,0.8621621621621621,0.8035714285714286,0.0,0.4410480349344978,0.30833333333333335,0.9333333333333333,0.8380566801619432,0.0087719298245614,0.0
5,sample_img/imgCrop_RI/20210718_09_RI.jpg,sample_img/imgCrop_CHL/20210718_09_Chl.jpg,0.21074380165289258,0.2694444444444445,0.8238341968911918,0.8310502283105023,0.11949685534591198,0.09459459459459457,0.3305555555555556,0.8948717948717949,0.761904761904762,0.0,0.24230769230769236,0.2388888888888889,0.8766404199475067,0.672566371681416,0.0,0.3157894736842105,0.20000000000000004,0.8675675675675676,0.8035714285714286,0.0,0.36681222707423583,0.30833333333333335,0.9304964539007092,0.8340080971659919,0.0,0.0
6,sample_img/imgCrop_RI/20210719_11_RI.jpg,sample_img/imgCrop_CHL/20210719_11_Chl.jpg,0.2603305785123967,0.23055555555555562,0.8264248704663214,0.8401826484018265,0.0,0.02364864864864865,0.4944444444444445,0.9076923076923077,0.7724867724867724,0.0,0.1884615384615385,0.21666666666666665,0.8923884514435696,0.6902654867256639,0.0,0.24561403508771926,0.21944444444444444,0.8594594594594595,0.8035714285714286,0.0,0.3187772925764192,0.25833333333333336,0.9489361702127661,0.8502024291497976,0.0,0.0
7,sample_img/imgCrop_RI/20210719_14_RI.jpg,sample_img/imgCrop_CHL/20210719_14_Chl.jpg,0.23553719008264468,0.23611111111111116,0.8264248704663214,0.812785388127854,0.0,0.006756756756756781,0.9472222222222223,0.9358974358974358,0.783068783068783,0.0,0.2134615384615385,0.18055555555555555,0.8897637795275591,0.7013274336283186,0.0,0.3157894736842105,0.17222222222222225,0.8702702702702704,0.8124999999999999,0.0,0.3362445414847161,0.24166666666666667,0.950354609929078,0.8380566801619432,0.0,0.0
8,sample_img/imgCrop_RI/20210720_09_RI.jpg,sample_img/imgCrop_CHL/20210720_09_Chl.jpg,0.2768595041322314,0.20555555555555557,0.8264248704663214,0.8036529680365297,0.0,0.043918918918918894,0.18333333333333332,0.9025641025641025,0.7566137566137566,0.0,0.1961538461538462,0.24444444444444446,0.8976377952755906,0.6637168141592921,0.0,0.2631578947368421,0.23333333333333336,0.8702702702702704,0.7946428571428572,0.0,0.37117903930131,0.2638888888888889,0.9489361702127661,0.8502024291497976,0.0,0.0
9,sample_img/imgCrop_RI/20210720_12_RI.jpg,sample_img/imgCrop_CHL/20210720_12_Chl.jpg,0.2603305785123967,0.2138888888888889,0.8238341968911918,0.8310502283105023,0.0,0.1081081081081081,0.0916666666666667,0.9076923076923077,0.7883597883597884,0.0,0.2115384615384616,0.1722222222222222,0.9055118110236221,0.6769911504424779,0.0,0.2982456140350877,0.18888888888888888,0.8810810810810811,0.7946428571428572,0.0,0.36681222707423583,0.2388888888888889,0.950354609929078,0.8542510121457491,0.0,0.0
10,sample_img/imgCrop_RI/20210720_13_RI.jpg,sample_img/imgCrop_CHL/20210720_13_Chl.jpg,0.2809917355371901,0.20555555555555557,0.8238341968911918,0.7762557077625571,0.0,0.12837837837837837,0.07222222222222223,0.9102564102564102,0.8095238095238094,0.0,0.24230769230769236,0.1527777777777778,0.9028871391076118,0.6769911504424779,0.0,0.3245614035087719,0.1805555555555556,0.8810810810810811,0.7946428571428572,0.0,0.36244541484716153,0.24166666666666667,0.9517730496453901,0.8582995951417004,0.0,0.0
11,sample_img/imgCrop_RI/20210721_08_RI.jpg,sample_img/imgCrop_CHL/20210721_08_Chl.jpg,0.25619834710743805,0.20555555555555557,0.8212435233160622,0.7990867579908676,0.0,0.21959459459459457,0.13333333333333328,0.9102564102564102,0.8042328042328041,0.0,0.36153846153846164,0.15555555555555559,0.8871391076115487,0.6769911504424779,0.0,0.35964912280701744,0.19444444444444445,0.8756756756756755,0.7812500000000001,0.0,0.2838427947598253,0.20277777777777778,0.9489361702127661,0.8461538461538463,0.0,0.0
12,sample_img/imgCrop_RI/20210721_10_RI.jpg,sample_img/imgCrop_CHL/20210721_10_Chl.jpg,0.33884297520661155,0.2000000000000001,0.8316062176165804,0.8493150684931509,0.0,0.20945945945945946,0.15000000000000002,0.9025641025641025,0.82010582010582,0.0,0.3307692307692308,0.16111111111111112,0.8818897637795277,0.6769911504424779,0.0,0.40789473684210525,0.19166666666666665,0.8756756756756755,0.7812500000000001,0.0,0.3275109170305676,0.21666666666666667,0.9489361702127661,0.8461538461538463,0.0,0.0
